English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps
Antigua and Barbuda Creole English	Creole, Leeward Caribbean Creole, Patwa, Antiguan Creole	aig			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aig	Anguilla, Antigua and Barbuda, Dominica, Montserrat, Saint Kitts and Nevis																																										1			1
Antipolo Ifugao	Hanalulo, Keley-i, Keley-i Kalanguya, Keleyqiq Ifugao, Bayninan, Ya-Tuka, Kallahan, Keley-i, Keley-i, Keley-i Kalanguya, Keleyqiq Ifugao	ify			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ify	Philippines																1				1	1	1		1																					1
Anuak	Adoyo, Coro, Lul, Opëno, Anyiwak, Anyuak, Anywa, Anywaa, Anywak, Bar, Burjin, Dha Anywaa, Jambo, Miroy, Moojanga, Nuro, Yambo, Yembo, Dha Anywak, Dho Anywaa, dho-Anywaa	anu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=anu	Ethiopia, South Sudan																											1																		
Anufo	Chakosi, Chokosi, Chokossi, Tchokossi, Kyokosi, Tiokossi	cko			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cko	Benin, Ghana, Togo																				1	1	1					1																		
Anuki	Gabobora	aui			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aui	Papua New Guinea	1		1													1				1	1	1	1																						1
Anyin	Abé, Ano, Anyin Sannvin, Barabo, Bini, Bona, Juablin, Ndenye, Anyin Juablin, Anyin Ndenye, Djuablin, Indenie, Sannvin, Sanvi, Agni, Agni Sanvi, Agny, Anyi, Aowin, Anyin Aowin, Brissa, Brosa	any			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=any	Côte dꞌIvoire, Ghana																	1			1	1	1					1																		
Ao	Changki, Chongli, Dordar, Longla, Mongsen Khari, Chungli, Yacham, Naga, Ao, Aorr, Cholimi, Hatigoria, Nowgong, Paimi, Uri	njo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=njo	India																				1	1	1					1																		1
Apache, Western	Coyotero, Cibecue, San Carlos, Tonto, White Mountain, Ndee biyáti', Nnee biyáti'	apw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=apw	United States	27				1											1			2		1	1	1		1																				1
Apalaí	Apalay, Aparai, Aparaí, Arakwayu	apy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=apy	Brazil	27				1										1		1		1		1	1	1		1																				1
Apali	Aci, Aki, Apali, Emerum, Munga	ena			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ena	Papua New Guinea																				1		1																							1
Apatani	Apa	apt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=apt	India																					1	1																							1
Apinayé	Apinagé, Apinajé, Afotigé, Aogé, Apinaié, Apinajé, Otogé, Oupinagee, Pinagé, Pinaré, Timbira Ocidentais, Uhitische, Utinsche, Western Timbira	apn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=apn	Brazil	27				1											1	1		1		1	1	1		1		1																		1
Apurinã	Ipurinãn, Kangite, Popengare, Ipurinã	apu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=apu	Brazil	27				1										1		1		1		1	1	1		1		1																		1
Arabela	Chiripuno, Chiripunu, Tapueyocaca, Tapueyocuaca	arl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=arl	Peru	27				1		14		14						1	1	1		1	1	1	1	1		1																				1
Arabic	Cairene Arabic, North Delta Arabic, South Central Delta Arabic, Arabic, Egyptian Spoken, Lower Egypt Arabic, Massry, Modern Egyptian Language, Normal Egyptian Arabic	arz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=arz	Egypt																			2	1	1	1					1							1				1							1
Arabic Chadian	Arabic, Shuwa, Arabe Choa, Chadian Spoken Arabic, Choa, Shoa, Shoa Arabic, Shua, Western Sudanic Arabic, Chadic Arabic, Chadian Arabic, Shua Arabic, Shuwa, Arabic, Chadian Spoken, Chad Arabic, Chowa, L'arabe du Tchad, Shuwa Arabic, Suwa	shu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=shu	Cameroon, Chad, Niger, Nigeria																	4		1	1	2	1					1																		
Arabic Gulf	Arabic, Gulf Spoken, Gulf Arabic, Bahraini Gulf Arabic, Zubair-Faau Arabic, Al-Hasâ, Khamseh, Kuwaiti Bedouin Arabic, Kuwaiti Hadari Arabic, Bedawi, Omani Bedawi Arabic, North Qatari Arabic, South Qatari Arabic, Qatari, Al-Hasaa, Gulf Spoken	afb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=afb	Bahrain, Iran, Iraq, Kuwait, Oman, Qatar, Saudi Arabia, United Arab Emirates, Yemen																				1							1							1											
Arabic Moroccan	Arabic, Moroccan Spoken, Fez, Jebli, Marrakech, Meknes, Oujda, Rabat-Casablanca Arabic, Southern Morocco Arabic, Tangier, Jbala, Jebelia, Colloquial Arabic, Maghrebi Arabic, Maghribi, Moroccan Arabic, Moroccan Colloquial Arabic, Moroccan Dareja, Moroccan Darija, Moroccan Dereja	ary			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ary	Morocco, Western Sahara																				1	1	1					1															1			
Arabic Sudanese	Arabic, Sudanese Spoken, Arabi, Ja'ali, Khartoum, North Kordofan Arabic, Shukri, Western Sudanese, Khartoum Arabic, Sudanese Arabic	apd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=apd	Eritrea, South Sudan, Sudan																				1		1					1																		
Arabic, Algerian	Algiers, Constantine, Oran, Arabic, Algerian Spoken, Algerian, Darija, Darja, Dziria	arq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=arq	Algeria																						1					1							1				1							1
Arabic, Bedouin	North Levantine Bedawi Arabic, Northeast Egyptian Bedawi Arabic, South Levantine Bedawi Arabic, Levantine Bedawi Arabic, Levantine Bedawi Spoken Arabic, Eastern Egyptian Bedawi Arabic	avl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=avl	Egypt, Jordan, Palestinian National Authority, Syria																						1					1																		1
Arabic, Hadrami Spoken	Hadhrami Arabic, Hadrami, Hadromi, Ḥaḍrami Arabic	ayh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ayh	Yemen																					1	1																							1
Arabic, Hassaniya	Arabic, Hassaniyya, Hasanya, Hassani, Maure, Mauri, Moor, Sahrawi, Sulaka, Arabic, Hasanya, Hassaniya, Hassaniyya, Suraka, Suraxxé, Hasanya Arabic, Hassania, Hassaniyya Arabic, Klem El Bithan, Hasaniya	mey			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mey	Mali, Mauritania, Morocco, Niger, Senegal, Western Sahara																				1							1															1			
Arabic, Libyan	Eastern Libyan Arabic, Southern Libyan Arabic, Tripolitanian Arabic, Western Egyptian Bedawi Arabic, Bedawi, Libyan Spoken Arabic, Maghrebi Arabic, Sulaimitian Arabic, Libyan Arabic, Libyan Vernacular Arabic, Western Egyptian Bedawi Spoken Arabic	ayl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ayl	Egypt, Libya, Niger																						1					1																		1
Arabic, Mesopotamian Spoken	'Arabi, Arabic, Baghdadi, Furati, Iraqi Arabic, Mesopotamian Gelet Arabic, Mesopotamian Qeltu Arabic, Khuzistani Arabic, Arabi, Euphrates Cluster, North Syrian Arabic, Syrian Šāwi	acm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=acm	Iran, Iraq, Syria, Turkey																			1	1		1					1																		1
Arabic, Modern Standard	Al-'Arabiyya, Al-Fusha, Literary Arabic	arb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=arb	Algeria, Bahrain, Chad, Comoros, Djibouti, Egypt, Eritrea, Iraq, Israel, Jordan, Kuwait, Lebanon, Libya, Mauritania, Morocco, Oman, Qatar, Saudi Arabia, Somalia, Sudan, Syria, Tanzania, Tunisia, United Arab Emirates, Western Sahara, Yemen																	2		6	4	8	1	1				2							1				1			2				
Arabic, Najdi Spoken	Levantine Bedawi Arabic, Central Najdi, North Najdi, Shammar, Najdi, South Najdi, 'Ajmaan, 'Awaazim, 'Utaiba, Aal Murrah, Al-Qasiim, Bani Khaalid, Biishah, Dafiir, Haayil, Hofuf, Mutair, Najraan, Najran, Rashaayda, Riyadh, Rwala, Shammari, Sudair, Wild 'Ali, Bedawi	ars			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ars	Iraq, Jordan, Saudi Arabia, Syria																						1																							
Arabic, North African	Saharan Arabic, Tamanghasset Arabic, Tamanrasset Arabic	aao			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aao	Algeria, Niger																						1					1																		1
Arabic, North Levantine Spoken	Lebanese-Syrian Arabic, Levantine Arabic, North Levantine Arabic, Syro-Lebanese Arabic, Beqaa Arabic, Iqlim-Al-Kharrub Sunni Arabic, Jdaideh Arabic, North Lebanese Arabic, North-Central Lebanese Arabic, Saida Sunni Arabic, South Lebanese Arabic, South-Central Lebanese Arabic, Standard Lebanese Arabic, Sunni Beiruti Arabic, Druze Arabic, Metuali, Mount Lebanon Arabic, Shii, Levantine Arabic, Syro-Lebanese Arabic, Lebanese, Libano-mexicano, North Levantine Arabic, il-lahje š-šāmiyye, Çukurova, Cilician Arabic, Çukurovan Arabic	apc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=apc	Lebanon, Syria																					1	1																							1
Arabic, Palestinian	Arabic, South Levantine Spoken, Fellahi, Madani, Levantine, Palestanian-Jordanian Arabic, Levantine Arabic, Palestinian-Jordanian, South Levantine Arabic, Palestinian Arabic	ajp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ajp	Israel, Jordan, Palestinian National Authority																											1							1				1							
Arabic, Saidi Spoken	Middle Egypt Arabic, Upper Egypt Arabic, Arabic, Sa'idi Spoken, Saidi Arabic	aec			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aec	Egypt																				1							1																		1
Arabic, Taꞌizzi-Adeni	Arabic, Ta'izzi-Adeni Spoken, Djibouti Arabic, Adeni, Ta'izzi, Southern Yemeni Spoken Arabic	acq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=acq	Djibouti, Yemen																											1																		
Arabic, Tunisian	North-Western Tunisian, Sahil, Sfax, South-Eastern Tunisian, South-Western Tunisian, Tunis, Arabic, Tunisian Spoken, Derja, Tunisian, Tunisian Arabic, Tunisian Darija	aeb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aeb	Tunisia																					1	1					1			1	2											1			1
Aralle-Tabulahan	Aralle, Mambi, Tabulahan	atq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=atq	Indonesia																				1	1	1																							1
Aramba	Arammba, Serki, Serkisetavi, Upper Morehead	stk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=stk	Papua New Guinea																											1																		1
Araona	Cavina	aro			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aro	Bolivia																						1																							1
Arapaho	Arrapahoe, Hinónoʼeitíít	arp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=arp	United States																				2	1	1	1																						1
Arapesh	Coastal Arapesh, Bukiyip	ape	8441		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ape&rod=8441	Papua New Guinea	27				1											1	1		1		1	1	1	1	1			1																	1
Arapesh, Abuꞌ	Matapau, Ounibisima, Womenika, Abu', Ua	aah			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aah	Papua New Guinea																				2		1																							1
Arapesh, Bumbita	Bumbita, Bambita Arapesh, But Arapesh, Weri, Central Arapesh, Bonahoi, Timingir, Urita, Weril, Werir, Bambita Arapesh, But Arapesh, Weri	aon			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aon	Papua New Guinea	27				1												1			1	1	1	1																						1
Arawak	Araguaco, Arahuaco, Arahuacos, Arawac, Arowak, Arrowukas, Aruak, Aruaqui, Arwuak, Lokono, Luccumi	arw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=arw	French Guiana, Guyana, Suriname, Venezuela																						1																							1
Are	Mukawa	mwc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mwc	Papua New Guinea																	1			1	1	1	1				1																		1
Arhuaco	Arauco, Arhuac, Aruac, Aruaco, Auroguac, Bintucua, Bintuk, Bintukwa, Bíntuka, Bíntukua, Bítuncua, Ica, Ijca, Ijka, Ika, Ikan, Ike	arh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=arh	Colombia																						1																							1
Arifama-Miniafia	Miniafia-Arifama, Arifama, Miniafia, Miniafia Oyan	aai			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aai	Papua New Guinea	27				1											1	1		1	1	1	1	1		1		1																		1
Aringa	Low Lugbara, Ãrị̃ngã	luc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=luc	Uganda																				2	1	1					1																		1
Armenian	Ashkharik, Erevan, Karabagh, Khvoy-Salmst, North Komedia, Choi-Salmst, Eriwan, Karabakh, Armjanski Yazyk, Eastern Armenian, Ena, Ermeni Dili, Ermenice, Haieren, Somkhuri, Agulis, Julfa, Shamakhi, Dschugha, Dschulfa, Dzhulfa, Schamachi, Armjanski, Astrakhân, Jolfâ, Karabagh Shamakhi, Khoi-Salmst, Urmia-Maragheh, Khvoy, Urmia-Maragha, Armani, Erâmani, Somekhuri, Astrakhan, Astrachan	hye			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hye	Armenia, Azerbaijan, Cyprus, Georgia, Hungary, Iran, Iraq, Israel, Jordan, Lebanon, Romania, Syria, Turkey, Ukraine																			1		1	1					1																		
Armenian, Western	Ashkharik, Erevan, Karabagh, Khvoy-Salmst, North Komedia, Choi-Salmst, Eriwan, Karabakh, Armenian, Armjanski Yazyk, Eastern Armenian, Ena, Ermeni Dili, Ermenice, Haieren, Somkhuri, Agulis, Julfa, Shamakhi, Dschugha, Dschulfa, Dzhulfa, Schamachi, Armjanski, Astrakhân, Jolfâ, Karabagh Shamakhi, Khoi-Salmst, Urmia-Maragheh, Khvoy, Urmia-Maragha, Armani, Erâmani, Somekhuri, Astrakhan, Astrachan	hye	00005		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hye&rod=00005	Armenia, Azerbaijan, Cyprus, Georgia, Hungary, Iran, Iraq, Israel, Jordan, Lebanon, Romania, Syria, Turkey, Ukraine																			1		1						1																		
Armenian, Western		hyw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hyw	Armenia, Lebanon																				2	3																								1
Arop-Lokep	Arop-Lukep, Lukep, Moromiranga, Siasi, Siassi, Tolokiwa, Arop, Lokep, Lokewe, Lukep, Poono, Moromiranga, Siasi, Siassi, Tolokiwa	apr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=apr	Papua New Guinea	27				1										1		1		1	1	1	1	1	1	1																				1
Arop-Sissano	Arop	aps			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aps	Papua New Guinea		95		95											1		1			1		1				1										2									1
Arosi	Wango	aia			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aia	Solomon Islands	27				1											1				1	1	1	1																						1
Arrernte, Eastern	Akarre, Antekerrepenh, Ikngerripenhe, Mparntwe Arrernte, Upper Aranda, Arrernte, Arunta, Eastern Aranda	aer			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aer	Australia																				1	1	1	1																						1
Aruamu	Ariawiai, Makarub, Makarup, Mikarew, Mikarew-Ariaw, Mikarup	msy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=msy	Papua New Guinea															1		1			1	2	1	1		1										2	2									1
Arumanian	Aromanian, Armani, Armina, Armini, Aromunian, Arumanisht, Arumenian, Arumun, Macedo Romanian, Macedo-Rumanian, Vlach, Macedo, Romanian, Vlav, Macedo Romania	rup			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=rup	Albania, Bulgaria, Greece, Macedonia, Romania, Serbia																					2	1					1							1											
Asháninka	Asháninca, Campa, Ashinanca	cni			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cni	Peru	27	260			1	1	10		10						1		1			1	1	1	1	1	1		1	1								4									1
Ashéninka Pajonal	Ashéninca, Atsiri, Campa, Pajonal, Ashéninka, Pajonal, Asheninka	cjo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cjo	Peru	27				1										1	1	1		1	1	1	1	1		1						1				2	2									1
Ashéninka Perené	Ashéninca Perené, Ashéninka, Perené, Asheninka, Perené Ashéninca	prq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=prq	Peru	27				1		22		22						1	1	1		1		1	1		1	1																				1
Ashéninka Pichis	Pichis Ashéninca, Pichis Campa, Bajo Pichís, Ashéninka, Pichis, Asheninka	cpu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cpu	Peru	27				1										1	1	1		1	1	1	1	1		1																				1
Ashéninka, South Ucayali	Ashéninka Ucayali del Sur, Asheninka	cpy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cpy	Peru	27				1		22		22						1	1	1		1		1	1	1		1																				1
Ashéninka, Ucayali-Yurúa	Ucayali Ashéninca, Campa, Kampa, Asheninka	cpb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cpb	Brazil, Peru	27				1										1	1	1		1	1	1	1	1		1																				1
Asmat, Casuarina Coast	Matia, Sapan, Safan, As-amat, Asmat, Kaweinag	asc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=asc	Indonesia																					1	1																							1
Asmat, Central	Ajam, Misman, Simai, Ayam, Simay, Jas, Manowee, Yas	cns			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cns	Indonesia																					1	1																							1
Assamese	অসমীয়া, Ôxômiya, Asambe, Asami, Asamiya, Jharwa, Mayang, Standard Assamese, Western Assamese, Kamrupi, Pidgin, Asambe, Asami, Asamiya	asm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=asm	India																	1				2	1	1				1							1				1					2		1
Assyrian	Assyrian Neo-Aramaic, Aisorski, Assyrianci, Assyriski, Lishana Aturaya, Neo-Syriac, Sooreth, Suret, Sureth, Suryaya Swadaya, Aisorski, Assyriski, Sooreth, Central Assyrian, Northern Assyrian, Sapna, Urmi, Western Assyrian, Anhar, Aradhin, Baz, Benatha, Daudiya, Dez, Gavar, Inishke, Jilu, Lewin, Lower Barwari, Mar Bishu, Nochiya, Qudshanis, Salamas, Shamezdin, Sipurghan, Solduz, Tal, Tergawar, Tina, Tkhuma, Upper Barwari, Urmi Assyrian, Van, Assyrianci, Lishana Aturaya, Neo-Syriac, Suret, Sureth, Suryaya Swadaya, Aturaya Swadaya, Swadai, Swadaya	aii			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=aii	Armenia, Georgia, Iran, Iraq, Syria	27				1		8		8										1		1	1	1				1							1											1
