English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML	Google Play (Android app)	Android App (SE version)	Buy	BibleIs	YouVersion	Bibles.org	GRN	GoBible	MySword (Android)	Playlist Audio	Jesus Film (SE and YouTube)	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video	Scripture Animation Video	The Last Day Video	Jesus/Children Video	History	5fish	iTunes	Maps	
Filifita	Balif, Iwam-Nagalemb, Nagipaem, Supari, Ilahita, Mufian, Muhian, Muhiang, Southern Arapesh	aoj	"20757		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aoj&ROD_Code=20757	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.aojf.filifita.nt		New Testament (Virtual Storehouse): http://virtualstorehouse.org/filifita-nt-aojf	https://live.bible.is/bible/AOJFIL/mat/1	Bible.com (YouVersion) - Basef Buꞌwami Godi (AOJFNT): https://www.bible.com/bible/958/MAT.1	Bibles.org: https://bibles.org/aoj-AOJFNT/Matt/1		FilifitaNewTestament.jar	 aojF.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_04	
Finnish	Suomi, Central and North Pohjanmaa, Häme, Peräpohja, Savo, South Pohjanmaa, Southeastern Finnish, Southwestern Finnish, Finnish Karelian, Finnish Karjala, Savolax, Tavast, Finskiy, Finska	fin			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fin	Finland, Russia, Sweden			100						100						1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/finnish-bibles/	https://live.bible.is/bible/FIN38CB/mat/1	Bible.com (YouVersion) - Raamattu Kansalle (FINRK): https://www.bible.com/bible/1745/MAT.1 ## Bible.com (YouVersion) - Kirkkoraamattu 1992 (FB92): https://www.bible.com/bible/330/MAT.1 ## Bible.com (YouVersion) - Kirkkoraamattu 1933/38 (FB38): https://www.bible.com/bible/365/MAT.1 ## Bible.com (YouVersion) - Finnish 1776 (FI1776): https://www.bible.com/bible/60/MAT.1 ## Bible.com (YouVersion) - Finnish 1938 (FINPR): https://www.bible.com/bible/61/MAT.1	Bibles.org - Kirkkoraamattu 1933/38 (FB38): https://bibles.org/fin-FB38/Matt/1 ## Bibles.org - Kirkkoraamattu 1992 (FB92): https://bibles.org/fin-FIN92/Matt/1					https://www.scriptureearth.org/data/fin/video/JESUSFilm-fin.txt											https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/finnish.html					
Folopa	Foraba, Podoba, Podopa, Polopa, Aurei, Bara, Boro, Keba-Wopasali, Kewah, Pupitau, Ro, Sesa, Siligi, Sopese, Suri, Tebera, Waraga, Harahu, Harahui, Ibukairu, Keai, Mamisa, Songu, Worugl, Podoba, Podopa, Polopa	ppo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ppo	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.ppo.folopa.nt		New Testament (Virtual Storehouse): http://virtualstorehouse.org/folopa-nt-ppo-911	https://live.bible.is/bible/PPOWBT/Mat/1		Bibles.org: https://bibles.org/ppo-PPONT/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/ppo		 ppo.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_09 ## languages of Papua New Guinea: http://www.ethnologue.com/map/PG_14	
Fon (Fongbe)	Agbome, Arohun, Gbekon, Kpase, Fon, Dahomeen, Fongbe, Djedji, Fo, Fogbe, Fonnu	fon			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fon	Benin, Togo			100						100						1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/fon-bibles/	https://live.bible.is/bible/FONBSB/Mat/1	Bible.com (YouVersion) - Bible Fon (FON): https://www.bible.com/bible/813/MAT.1 ## Bible.com (YouVersion) - Fon Bible (FON): https://www.bible.com/bible/817/MAT.1	Bibles.org: https://bibles.org/fon-FON/Matt/1					https://www.scriptureearth.org/data/fon/video/JESUSFilm-fon.txt							https://www.scriptureearth.org/data/fon/video/Magdalena-fon.txt									
Foodo	Fóodo	fod			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fod	Benin			100						100						1																										languages of Benin: http://www.ethnologue.com/map/BJ	
Fordata	Fordata-Larat I, Fordata-Larat II, Molo, Sera, Molo-Maru, Seira, Larat, Vai Fordata, Vai Sera-Larat-Fordata, Vai Tnebar, Vaidida	frd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=frd	Indonesia															1					Bible.com (YouVersion) Surat Ralan naꞌa Vaidida (FRD): https://www.bible.com/bible/2178/MAT.1																						
Fore	North Central Fore, Pamusa, South Fore	for			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=for	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.fore.nt		New Testament (Virtual Storehouse): http://virtualstorehouse.org/fore-nt-for	https://live.bible.is/bible/FORBSV/Mat/1			Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/for	ForeNT.jar	 for.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_10	
French	Français	fra			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fra	Algeria, Andorra, Belgium, Benin, Burkina Faso, Burundi, Cambodia, Cameroon, Canada, Central African Republic, Chad, Comoros, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Djibouti, Equatorial Guinea, France, French Guiana, French Polynesia, Gabon, Guadeloupe, Guinea, Haiti, India, Italy, Lebanon, Luxembourg, Madagascar, Mali, Martinique, Mauritania, Mauritius, Mayotte, Monaco, New Caledonia, Niger, Réunion, Rwanda, Saint Pierre and Miquelon, Senegal, Seychelles, Switzerland, Togo, Tunisia, United Kingdom, United States, Vanuatu, Wallis and Futuna			100						100						1			Bibles in French/Français (Amazon): http://www.amazon.com/s/ref=nb_sb_ss_i_0_12?url=search-alias%3Daps&field-keywords=bibles+in+french&sprefix=bibles+in+fr% ## Bibles in French/Français (Christian Book Distributers): http://www.christianbook.com/Christian/Books/easy_find?Ntt=french&N=1014722&Ntk=keywords&action=Search&Ne=0&event=ESRCG& ## Bibles in French/Français (Multi-Language Media): http://www.multilanguage.com/scripture2.htm#FRENCH	Alliance Biblique Française ©2000 (African audio): https://live.bible.is/bible/FRAPDVA/mat/1 ## Darby - 1885: https://live.bible.is/bible/FRADBY/mat/1 ## Louis Segond - 1910: https://live.bible.is/bible/FRNTLS/MAT/1 ## Alliance Biblique Française ©2000 (Canadian audio): https://live.bible.is/bible/FRAPDVC/mat/1	Bible.com (YouVersion) - Nouvelle Bible Segond (NBS): https://www.bible.com/bible/104/MAT.1 ## Bible.com (YouVersion) - Nouvelle Edition de Genève 1979 (NEG79): https://www.bible.com/bible/106/MAT.1 ## Bible.com (YouVersion) - Ostervald (OST): https://www.bible.com/bible/131/MAT.1 ## Bible.com (YouVersion) - Parole de Vie 2017 (PDV2017): https://www.bible.com/bible/133/MAT.1 ## Bible.com (YouVersion) - Bible Segond 21 (S21): https://www.bible.com/bible/152/MAT.1 ## Bible.com (YouVersion) - La Bible du Semeur (BDS): https://www.bible.com/bible/21/MAT.1 ## Bible.com (YouVersion) - Bible catholique Crampon 1923 (BCC1923): https://www.bible.com/bible/504/MAT.1 ## Bible.com (YouVersion) - Martin 1744 (FMAR): https://www.bible.com/bible/62/MAT.1 ## Bible.com (YouVersion) - Bible en français courant (BFC): https://www.bible.com/bible/63/MAT.1 ## Bible.com (YouVersion) - Bible Darby en français (FRDBY): https://www.bible.com/bible/64/MAT.1 ## Bible.com (YouVersion) - Bible Segond 1910 (LSG): https://www.bible.com/bible/93/MAT.1	Bibles.org - La Bible en français courant (FRC97): https://bibles.org/fra-FRC97/Matt/1 ## Bibles.org - Bible Segond 1910 (LSG): https://bibles.org/fra-LSG/Matt/1 ## Bibles.org - Nouvelle Bible Segond (NBS): https://bibles.org/fra-NBS/Matt/1 ## Bibles.org - Parole de Vie 2017 (PDV2017): https://bibles.org/fra-PDV/Matt/1 ## em-Bible - Ecouter, Rechercher, Lire en français: https://emcitv.com/bible/lire-la-bible.html	44 countriesꞌ French Scripture recordings (Global Recordings Network): http://globalrecordings.net/en/language/23				https://www.scriptureearth.org/data/fra/video/JESUSFilm-fra.txt							https://www.scriptureearth.org/data/fra/video/Magdalena-fra.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/french.html				languages of Andorra and France: http://www.ethnologue.com/map/ADFR ## languages of Belgium, Luxembourg and Netherlands: http://www.ethnologue.com/map/BELUNL ## languages of Ireland and United Kingdom: http://www.ethnologue.com/map/IEGB ## Languages of Liechtenstein and Switzerland: http://www.ethnologue.com/map/LICH	
French Sign Language	Marseille Sign Language, Southern French Sign Language, LSF, Langue des signes française	fsl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fsl	France, French Guiana, Guadeloupe, Martinique															1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/french-bibles/	https://live.bible.is/bible/FSLSLV																							
French, Cajun	Big Woods French, Marsh French, Prairie French, Acadian, Cadien, Cajan, Cajun, Louisiana French	frc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=frc	United States															1												https://www.scriptureearth.org/data/frc/video/LukeVideo-frc.txt															
Frisian	Fries, Westlauwers Fries, Klaaifrysk, Súdhoeksk, Wâldfrysk, Frysk, Westlauwers Fries	fry			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fry	Netherlands			100						100						1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/frisian-bibles/																								
Fulfulde (Adamawa)	Bilkire, Garoua, Maroua, Ngaondéré, Nomadic Fulfulde - Mbororoore, Bilkiri, Fulfulde, Adamawa, Boulbe, Domona, Dzemay, Eastern Fulani, Foulfoulde, Ful, Fula, Fulata, Fulbe, Fulfulde, Mbororo, Palata, Peul, Peulh, Eastern Fulfulde, Fillanci, Fulani, Fulatanchi, Gombe, Fellata, Bilkire Fulani, Kambariire, Ngaoundéré, Nomadic Fulfulde, Adamawa Fulani, Biira, Fula Fulbe, Nagapelta, Paldena, Paldida, Pelta Hay, Pladina, Pule, Pullo, Sanyo, Taareyo, Zaakosa, Zemay	fub			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fub	Cameroon, Chad, Nigeria, South Sudan, Sudan															1	Android app - Bible (Google Play Store): https://play.google.com/store/apps/details?id=org.biblesociety.fubas.bible&hl=en ## Android app - Bible Stories (Google Play Store): https://play.google.com/store/apps/details?id=org.epic.fubas.habaruujideftereallah&hl=en ## Android app - English-Fulfulde Dictionary (Google Play Store): https://play.google.com/store/apps/details?id=org.sil.fub.dictionary&hl=en			https://live.bible.is/bible/FUBFUB/mat/1	Bible.com (YouVersion): https://www.bible.com/bible/905/MAT.1 ## Bible.com (YouVersion): https://www.bible.com/bible/906/MAT.1	Bibles.org: https://bibles.org/fub-FBDC/Matt/1					https://www.scriptureearth.org/data/fub/video/JESUSFilm-fub.txt							https://www.scriptureearth.org/data/fub/video/Magdalena-fub.txt								languages of Nigeria: http://www.ethnologue.com/map/NG_05 ## languages of Northern Cameroon: http://www.ethnologue.com/map/CM_n ## languages of Central Cameroon: http://www.ethnologue.com/map/CM_c ## languages of Sudan: http://www.ethnologue.com/map/SD	
Fulfulde, Borgu	Bakuure, Djougoure, Korakuure, Tchabankeere, Caabankeere, Juguure, Benin-Togo Fulfulde, Fulbe-Borgu, Fulfulde, Peul, Peulh, Fulfulde, Benin-Togo, Atakora Fulfulde, Fulani	fue			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fue	Benin, Nigeria, Togo			100						100						1											https://www.scriptureearth.org/data/fue/video/JESUSFilm-fue.txt																
Fulfulde, Burkina	Barani, Barkoundouba, Bogandé, Fada Ngurma, Gourmantche, Jelgoore, Liptaakoore, Ouhiguyua, Seeba-Yaga, Barain, Baraniire, Yaaga, Fulfulde, Northeastern Burkina Faso, Fulfulde, Fulfulde, Gorgal, Peul, Peulh, Western Niger Fulfulde, Bitinkoore, Dallol, Tera, Fulfulde, Western Niger, Fula, Fulani, Fulbe, Gorgal Fulfulde, Northeastern Burkina Faso Fulfulde	fuh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fuh	Benin, Burkina Faso, Niger															1	Android app (Western Niger Fulfulde) (Google Play Store): https://play.google.com/store/apps/details?id=org.fulfuldeniger.ouest.nt&hl=en_US		Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/fula-bibles/	- Burkina Fulfulde: https://live.bible.is/bible/FUHSIM/Mat/1 ## - Western Niger Fulfulde: https://live.bible.is/bible/FUHWBT/mat/1	Bible.com (YouVersion) - Burkina Fulfulde: https://www.bible.com/bible/1032/MAT.1	Bibles.org - Burkina Fulfulde: https://bibles.org/fuh-FBFNT/Matt/1					https://www.scriptureearth.org/data/fuh/video/JESUSFilm-fuh.txt															languages of Burkina Faso: http://www.ethnologue.com/map/BF ## languages of Benin: http://www.ethnologue.com/map/BJ ## languages of Niger: http://www.ethnologue.com/map/NE	
Fulfulde, Central Eastern Niger	Wodaabe, Fulfulde, Central-Eastern Niger, Fula, Fulani, Fulbe, Fulfulde, Peul, Peulh	fuq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fuq	Niger															1																											
Fulfulde, Maasina	Fulfulde, Maasinankoore, Fulbe, Maacina, Peul, Eastern Macina, Western Macina, Fulani, Macina, Toucouleur	ffm	"02551		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ffm&ROD_Code=02551	Ghana, Mali															1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=com.wycliffe.fulfuldemaasina.linjiilaiisaa&rdid=com.wycliffe.fulfuldemaasina.linjiilaiisaa			https://live.bible.is/bible/FFMWBT/mat/1	Bible.com (YouVersion): https://www.bible.com/bible/1175/MAT.1	Bibles.org: https://bibles.org/ffm-FFMNT/Matt/1					https://www.scriptureearth.org/data/ffm/video/JESUSFilm-ffm-02551.txt																
Fulfulde, Nigerian (Caka)	Fulfulde	fuv		k	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fuv&Variant_Code=k	Cameroon, Cameroon, Chad, Chad, Nigeria, Nigeria															1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearthfuv.fulfulde.caka.ar.nt			https://live.bible.is/bible/FUVATBL/mat/1			Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/fuv				https://www.scriptureearth.org/data/fuv/video/JESUSFilm-fuv.txt															languages of Nigeria: http://www.ethnologue.com/map/NG_xx	
Fulfulde, Nigerian (Caka)	Fulfulde, Kano-Katsina, Mbororo, Aku, Akuure, Bororo, Jaafun, Nomadic Fulfulde, Fulfulde, Mbororo, Fulbe, Peul, Sokoto, Fulfulde Caka Nigeria, Woylaare, Fulfulde, Nigerian, Bororro, Ako	fuv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fuv	Cameroon, Cameroon, Chad, Chad, Nigeria, Nigeria															1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearthfuv.fulfulde.caka.nt	https://www.scriptureearth.org/data/fuv/study/fuv_Fulfulde_Caka-4.7.1 with audio.apk: ((with full audio in apk file -341 mb))		https://live.bible.is/bible/FUVLTBL/mat/1	Bible.com (YouVersion): https://www.bible.com/bible/1159/MAT.1	Bibles.org: https://bibles.org/fuv-FUVNT/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/fuv				https://www.scriptureearth.org/data/fuv/video/JESUSFilm-fuv.txt															languages of Nigeria: http://www.ethnologue.com/map/NG_xx	
Fuliiru	Fuliiro, Fuliru, Kifuliiru, Fulero, Kifulero	flr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=flr	Democratic Republic of the Congo															1			Ikihango Kihyahya New Testament (Amazon): http://www.amazon.com/s/ref=nb_sb_noss/184-8167504-4543867?url=search-alias%3Daps&field-keywords=kiFuliiru+Bible&rh=i%3A				Audio recordings in Fuliiru (Global Recordings Network): http://globalrecordings.net/en/program/C15780				https://www.scriptureearth.org/data/flr/video/JESUSFilm-flr.txt															languages of Northern Democratic Republic of Congo: http://www.ethnologue.com/map/BICDRW_n ## Languages of Southern Democratic Republic of Congo: http://www.ethnologue.com/map/BICDRW_s	
Fur	Dala, For, Fora, Fordunga, Forok, Forta, Furakang, Furawi, Kadirgi, Konjara, Korra, Kungara, Kurka, Lali, Onage, Poor’íŋ Belé’ŋ, Yerge, bèle fòòr, fòòraŋ bèle, Four, Kondjara	fvr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fvr	Chad, Sudan															1																		https://www.scriptureearth.org/data/fvr/video/Magdalena-fvr.txt									
Fwe		fwe			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=fwe	Namibia															1																											
Ga	Accra, Acra, Amina, Gain, Gamei	gaa			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gaa	Ghana															1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/ga-bibles/	https://live.bible.is/bible/GAAGNT/mat/1			Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/2257				https://www.scriptureearth.org/data/gaa/video/JESUSFilm-gaa.txt															languages of Ghana: http://www.ethnologue.com/map/GH	
Gadaba, Mudhili	Gadaba, Gol Gadaba, Kondekar, Kondko	gau			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gau	India															1																											
Gaddi	गद्दी, Bharmauri Bhadi, Gaddyali, Gadi, Gadiali, Pahari Bharmauri, Panchi Brahmauri Rajput, Bharmauri, Macleod Ganj, Bharmauri Bhadi, Gaddyali, Gadi, Gadiali, Pahari Bharmauri, Panchi Brahmauri Rajput	gbk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gbk	India															1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.ips.gbkbible.gaddi																									languages of India: http://www.ethnologue.com/map/IN_01	
Gadsup	Aiyura, Akuna, Oyana, Oyana, Oiyana	gaj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gaj	Papua New Guinea															1							Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/gaj				https://www.scriptureearth.org/data/gaj/video/JESUSFilm-gaj.txt	https://www.scriptureearth.org/data/gaj/video/LukeVideo-gaj.txt														languages of Papua New Guinea: http://www.ethnologue.com/map/PG_10	
Gaelic, Irish	Irish, Erse, Gaeilge, Gaelic Irish, Irish Gaelic, Connacht, Donegal, Munster-Leinster, Northern Irish, Southern Irish, Ulster, Western Irish	gle			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gle	Canada, Ireland, United Kingdom															1																						https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/gaelic-irish.html					
Gaelic, Scottish	Canadian Gaelic, Scottish Gaelic, Gàidhlig, Gàidhlig na h-Alba, Gaelic, Gàidhlig Albannach, Scots Gaelic	gla			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gla	United Kingdom															1					Bible.com (YouVersion) Apocripha (MacGriogair) 1860 (MACGAP): https://www.bible.com/bible/1807/MAT.1 ## Bible.com (YouVersion) Tiomnadh Nuadh (MacEachen) 1875 (MACETN): https://www.bible.com/bible/1914/MAT.1 ## Bible.com (YouVersion) Laoidhean o na Sgriobtaran Naomha 1987 (LSN1987: https://www.bible.com/bible/2141/MAT.1																						
Gagauz	Gagauzi, Bulgar Gagauz, Maritime Gagauz, Gagauz dili, Gagauzça, Bulgar Gagauzi, Maritime Gagauzi	gag			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gag	Bulgaria, Moldova, Romania, Ukraine															1			New Testament 2006 in Cyrillic script (Amazon): http://www.amazon.com/Gagauz-Testament-Cyrillic-Script-Baalanti/dp/5939430902/ref=sr_1_1?ie=UTF8&qid=1440614998&sr=8-1&k ## Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/gagauz-bibles/	https://live.bible.is/bible/GAGIB1/mat/1							https://www.scriptureearth.org/data/gag/video/JESUSFilm-gag.txt											https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/gagauz.html					
